epoch,train_mse,val_mse,train_mre,val_mre
44,14353.138671875,26838.380859375,56.79753494262695,80.29650115966797
45,13175.9697265625,26370.376953125,54.18716049194336,79.52611541748047
46,12052.6767578125,26214.642578125,50.35654830932617,78.95166015625
47,11002.400390625,25751.8515625,48.183929443359375,78.26606750488281
48,10010.3916015625,24920.7578125,46.85976028442383,77.03601837158203
49,9085.0322265625,24254.892578125,44.888919830322266,75.8580551147461
50,8234.7724609375,23989.615234375,42.02650833129883,75.19963836669922
51,7415.00341796875,23444.439453125,39.214820861816406,74.15963745117188
52,6734.07666015625,22928.72265625,37.01105499267578,73.12689208984375
53,6094.65380859375,22249.232421875,35.45738983154297,71.5589828491211
54,5490.07958984375,21919.9609375,32.627933502197266,70.69830322265625
55,5017.0126953125,21566.587890625,30.189512252807617,69.80029296875
56,4557.73974609375,21145.59765625,28.91596221923828,68.5756607055664
57,4192.7724609375,20839.0390625,27.463762283325195,67.44112396240234
58,3862.861328125,20549.970703125,25.01384162902832,66.45011138916016
59,3603.10400390625,20258.005859375,22.937639236450195,65.49019622802734
60,3385.269775390625,20001.21875,21.40785026550293,64.6626968383789
61,3203.414794921875,19814.26953125,20.709686279296875,63.783443450927734
62,3081.68017578125,19617.23828125,20.29147720336914,62.9365348815918
63,2954.860107421875,19474.734375,19.066242218017578,62.49856948852539
64,2903.888671875,19286.57421875,18.859371185302734,62.02359390258789
65,2833.6455078125,18961.970703125,18.901777267456055,61.570430755615234
66,2783.93994140625,18652.404296875,18.823190689086914,61.306575775146484
67,2756.911376953125,18573.296875,18.745643615722656,61.588661193847656
68,2696.409423828125,18213.9296875,18.94071388244629,61.201904296875
69,2673.86083984375,17872.4765625,19.606441497802734,60.65141296386719
70,2626.299072265625,17276.23046875,19.46158218383789,60.264862060546875
71,2549.920654296875,15244.5927734375,18.779651641845703,58.242637634277344
72,2474.2783203125,12885.513671875,18.443904876708984,54.40618133544922
73,2359.00830078125,10769.2333984375,18.022035598754883,49.874481201171875
74,2226.1982421875,8352.525390625,17.36473846435547,43.64656066894531
75,2146.604248046875,7222.3505859375,16.913183212280273,40.058753967285156
76,2063.7998046875,6606.736328125,16.36806297302246,38.068153381347656
77,1985.8387451171875,6123.65185546875,15.878382682800293,36.365970611572266
78,1907.82666015625,5545.40234375,15.576507568359375,34.138553619384766
79,1854.1353759765625,5294.75390625,15.400705337524414,32.947120666503906
80,1784.4283447265625,4973.55615234375,15.168695449829102,31.775985717773438
81,1737.7435302734375,4790.94140625,14.962884902954102,31.41828155517578
82,1685.076904296875,4577.5078125,14.679518699645996,30.624208450317383
83,1623.9599609375,4518.68017578125,14.394172668457031,30.576770782470703
84,1571.14111328125,4439.39990234375,14.181323051452637,30.313243865966797
85,1518.4161376953125,4312.58984375,13.922187805175781,29.754045486450195
86,1458.528564453125,4248.06298828125,13.637313842773438,29.37197494506836
87,1412.6275634765625,4207.998046875,13.461172103881836,29.094274520874023
88,1367.6746826171875,4166.08740234375,13.190834999084473,28.801374435424805
89,1318.2747802734375,4047.30126953125,12.859943389892578,28.396995544433594
90,1265.626220703125,4017.308349609375,12.638663291931152,28.405244827270508
91,1227.2828369140625,3898.325927734375,12.572797775268555,27.9714298248291
92,1177.2464599609375,3611.7099609375,12.308178901672363,26.727645874023438
93,1128.3861083984375,3523.212890625,11.906728744506836,26.468748092651367
94,1085.4052734375,3525.76318359375,11.706847190856934,26.709657669067383
95,1035.4066162109375,3401.4248046875,11.449986457824707,26.15898895263672
96,993.8431396484375,3257.435302734375,11.233046531677246,25.3814697265625
97,948.6840209960938,3209.385986328125,10.974085807800293,25.176912307739258
98,905.9569702148438,3225.344970703125,10.738492965698242,25.408042907714844
99,867.6829223632812,3149.300048828125,10.450871467590332,25.208627700805664
100,829.6067504882812,3014.615234375,10.190793991088867,24.61083221435547
101,790.5968627929688,2930.0224609375,10.056096076965332,24.16921615600586
102,754.7041015625,2884.987548828125,9.80133056640625,24.08025360107422
103,719.6323852539062,2838.5419921875,9.537508964538574,23.882524490356445
104,684.3496704101562,2798.33837890625,9.30656623840332,23.637523651123047
105,651.0384521484375,2788.367919921875,9.081388473510742,23.604711532592773
106,620.634765625,2779.907470703125,8.842218399047852,23.593669891357422
107,587.7327270507812,2715.6884765625,8.625426292419434,23.241117477416992
108,559.2183227539062,2645.090087890625,8.439966201782227,22.93426513671875
109,531.087158203125,2594.858154296875,8.137843132019043,22.780916213989258
110,503.1773986816406,2592.764404296875,7.967856407165527,22.803544998168945
111,477.0614318847656,2523.41943359375,7.760584354400635,22.435400009155273
112,453.75787353515625,2434.152099609375,7.445399761199951,22.00246810913086
113,429.0083923339844,2455.6015625,7.3317952156066895,22.213804244995117
114,407.58441162109375,2424.13330078125,7.121479511260986,22.05736541748047
115,392.9508972167969,2319.417236328125,6.94636869430542,21.46285629272461
116,390.79058837890625,2387.163818359375,6.890487194061279,22.015268325805664
117,361.0006408691406,2309.25390625,6.700504779815674,21.33037757873535
118,349.4230651855469,2201.64697265625,6.949470043182373,20.539287567138672
119,332.0801696777344,2360.65283203125,6.348769187927246,21.734376907348633
120,306.5496826171875,2383.632080078125,6.190787315368652,21.955915451049805
121,289.02838134765625,2276.880126953125,6.107438564300537,21.151287078857422
122,276.5423889160156,2273.968017578125,6.0258588790893555,21.17365264892578
123,262.3829345703125,2309.71630859375,5.726684093475342,21.555513381958008
124,246.35360717773438,2208.814453125,5.4419145584106445,20.964488983154297
125,235.275390625,2110.192138671875,5.36566686630249,20.306947708129883
126,222.57455444335938,2158.429443359375,5.196186542510986,20.536386489868164
127,211.51634216308594,2181.46240234375,4.930842399597168,20.655681610107422
128,200.55914306640625,2150.472412109375,4.775256633758545,20.406017303466797
129,191.7762908935547,2132.09912109375,4.743311882019043,20.177806854248047
130,182.93783569335938,2108.61474609375,4.494243621826172,20.080495834350586
131,173.7275848388672,2077.04833984375,4.362743854522705,19.911775588989258
132,168.02572631835938,2037.89990234375,4.331136226654053,19.705617904663086
133,159.67236328125,1971.76513671875,4.079049110412598,19.39655303955078
134,153.30738830566406,1941.30126953125,3.9939515590667725,19.277132034301758
135,148.29855346679688,1892.48046875,3.941025972366333,19.022079467773438
136,143.67794799804688,1876.204345703125,3.759110450744629,18.999359130859375
137,137.62408447265625,1831.6044921875,3.7506024837493896,18.623512268066406
138,132.24098205566406,1818.3798828125,3.572929620742798,18.524187088012695
139,128.75503540039062,1838.0703125,3.4524667263031006,18.670866012573242
140,125.365478515625,1819.885498046875,3.4388842582702637,18.46633529663086
141,121.76409149169922,1806.3304443359375,3.2226855754852295,18.350688934326172
142,118.4909896850586,1805.5648193359375,3.2096798419952393,18.31035804748535
143,115.77381896972656,1799.6051025390625,3.126952886581421,18.279821395874023
144,113.5799331665039,1784.9100341796875,2.9836935997009277,18.170982360839844
145,111.54322814941406,1784.5966796875,3.0120418071746826,18.124710083007812
146,109.43594360351562,1796.6483154296875,2.829533338546753,18.205032348632812
147,107.16465759277344,1800.3876953125,2.834909200668335,18.18555450439453
148,105.60839080810547,1801.3973388671875,2.734018564224243,18.146467208862305
149,104.53510284423828,1820.8648681640625,2.657869815826416,18.296812057495117
150,103.46878051757812,1811.2493896484375,2.6818699836730957,18.218904495239258
151,103.05803680419922,1790.4056396484375,2.5315041542053223,18.048202514648438
152,101.61090850830078,1807.5623779296875,2.5711617469787598,18.214054107666016
153,100.49365234375,1786.5765380859375,2.4689674377441406,18.041383743286133
154,99.53317260742188,1783.1075439453125,2.420074224472046,17.98137664794922
155,98.72901916503906,1779.262451171875,2.4188966751098633,17.963701248168945
156,99.3536605834961,1786.67578125,2.3542559146881104,18.032316207885742
157,98.3878173828125,1777.7359619140625,2.3976876735687256,17.971403121948242
158,99.69651794433594,1735.586669921875,2.3446133136749268,17.63531494140625
159,98.79451751708984,1790.205810546875,2.3921449184417725,18.139375686645508
160,98.45073699951172,1730.0313720703125,2.250037670135498,17.657690048217773
161,96.73279571533203,1743.02001953125,2.2158162593841553,17.776395797729492
162,96.6983642578125,1749.0048828125,2.201686143875122,17.77728271484375
163,96.49726104736328,1737.680419921875,2.208132028579712,17.6912784576416
164,96.93132781982422,1759.57470703125,2.309936285018921,17.901363372802734
165,98.65876770019531,1739.4625244140625,2.375694513320923,17.744413375854492
166,99.73214721679688,1749.44189453125,2.3492324352264404,17.852500915527344
167,106.30194854736328,1743.2030029296875,2.474809408187866,17.86585235595703
168,105.13294982910156,1681.9476318359375,2.6064743995666504,17.369672775268555
169,100.85845947265625,1760.41259765625,2.399533748626709,17.994586944580078
170,96.56069946289062,1686.400146484375,2.253293991088867,17.388113021850586
171,99.77978515625,1708.8348388671875,2.4182796478271484,17.552093505859375
172,99.55426025390625,1772.9434814453125,2.4393272399902344,18.073341369628906
173,95.97624969482422,1689.08544921875,2.2577691078186035,17.406017303466797
174,98.66014099121094,1731.4332275390625,2.3625612258911133,17.704795837402344
175,97.44927215576172,1756.43408203125,2.3437612056732178,17.943599700927734
176,96.50679779052734,1672.57373046875,2.2974693775177,17.348737716674805
177,96.65103149414062,1718.8834228515625,2.265699863433838,17.68511199951172
178,95.32059478759766,1714.2705078125,2.2205731868743896,17.750778198242188
179,96.28173065185547,1633.569091796875,2.310744524002075,17.17830467224121
180,94.60702514648438,1701.974365234375,2.156028985977173,17.536048889160156
181,95.07418823242188,1736.14208984375,2.189060688018799,17.763946533203125
182,95.61216735839844,1651.3199462890625,2.2841362953186035,17.21938705444336
183,93.7260971069336,1700.22412109375,2.0895965099334717,17.55489730834961
184,94.93617248535156,1723.73876953125,2.214895725250244,17.764184951782227
185,94.76886749267578,1645.2822265625,2.209308385848999,17.24441146850586
186,93.9017333984375,1691.082763671875,2.1638784408569336,17.604476928710938
187,94.31510162353516,1708.991455078125,2.1479837894439697,17.67083168029785
188,94.0667953491211,1667.1033935546875,2.125080108642578,17.330469131469727
189,94.25430297851562,1708.6441650390625,2.1967952251434326,17.67050552368164
190,93.4664535522461,1703.5501708984375,2.0615105628967285,17.5644474029541
191,93.67805480957031,1686.057861328125,2.0769248008728027,17.45991325378418
192,94.89757537841797,1714.610595703125,2.195978879928589,17.742956161499023
193,93.0846939086914,1711.23779296875,2.0456416606903076,17.63646697998047
194,94.1722183227539,1727.671142578125,2.1272988319396973,17.710819244384766
195,93.58845520019531,1730.5780029296875,2.170783042907715,17.840574264526367
196,93.22344207763672,1694.1025390625,2.0754659175872803,17.559898376464844
197,93.21662902832031,1713.1964111328125,2.1111788749694824,17.656740188598633
198,92.73931121826172,1696.813720703125,2.043975591659546,17.62427520751953
199,93.0029067993164,1665.6505126953125,2.091557741165161,17.408794403076172
200,92.33553314208984,1702.90576171875,2.03619122505188,17.6391658782959
